GTRD_CELL_TYPE_ID	GTRD_CELL_TYPE_NAME	BAD_GROUP_NAME_agg	cellosaurus_id	species	cell_ontology_id	exp_factor_ontology_id	uberon_id	source	source_id	cell_type_id	brenda_id	other_id
355	GM12875 (female B-cells)	GM12875__female_B-cells_	CVCL_9629	Homo sapiens	CLO:0022837	EFO:0001162		cell line	CL:0000010	CVCL_9629		NULL
446	HPF (pulmonary fibroblasts isolated from lung tissue)	HPF__pulmonary_fibroblasts_isolated_from_lung_tissue_		Homo sapiens	CL:0002553			lung	UBERON:0002048	CL:0002553		NULL
440	HMEC (human mammary epithelial cells)	HMEC__human_mammary_epithelial_cells_		Homo sapiens	CL:0002327			breast	UBERON:0000310	CL:0000066		NULL
415	HCM (cardiac myocytes)	HCM__cardiac_myocytes_		Homo sapiens	CL:0000746			heart	UBERON:0000948	CL:0000746		NULL
448	retinal pigment epithelial cells	retinal_pigment_epithelial_cells		Homo sapiens	CL:0002586			eye	UBERON:0000970	CL:0002586	BTO:0004910	NULL
343	GM12801 (male B-cells)	GM12801__male_B-cells_	CVCL_L247	Homo sapiens	CLO:0022626	EFO:0005353		cell line	CL:0000010	CVCL_L247		NULL
438	HL-60 (acute myeloid leukemia)	HL-60__acute_myeloid_leukemia_	CVCL_0002	Homo sapiens	CLO:0003775	EFO:0002793		cell line	CL:0000010	CVCL_0002	BTO:0000738	NULL
405	human astrocytes from spinal cord	human_astrocytes_from_spinal_cord		Homo sapiens	CL:0002606			spinal cord	UBERON:0002240	CL:0002606		NULL
867	WI-38 (lung fibroblasts)	WI-38__lung_fibroblasts_	CVCL_0579	Homo sapiens	CLO:0009591	EFO:0001260		cell line	CL:0000010	CVCL_0579	BTO:0000458	NULL
346	GM12866 (male B-cells)	GM12866__male_B-cells_	CVCL_L258	Homo sapiens	CLO:0022825	EFO:0005339		cell line	CL:0000010	CVCL_L258		NULL
348	GM12868 (female B-cells)	GM12868__female_B-cells_	CVCL_L260	Homo sapiens	CLO:0022827	EFO:0005341		cell line	CL:0000010	CVCL_L260		NULL
910	lung	lung		Homo sapiens			UBERON:0002048	lung	UBERON:0002048	UBERON:0002048	BTO:0000763	NULL
909	kidney	kidney		Homo sapiens			UBERON:0002113	kidney	UBERON:0002113	UBERON:0002113	BTO:0000671	NULL
360	GM13977 (female B-cells)	GM13977__female_B-cells_	CVCL_L267	Homo sapiens	CLO:0033829	EFO:0005346		cell line	CL:0000010	CVCL_L267		NULL
350	GM12870 (male B-cells)	GM12870__male_B-cells_	CVCL_L262	Homo sapiens	CLO:0022829	EFO:0005343		cell line	CL:0000010	CVCL_L262		NULL
1180	neural cell	neural_cell		Homo sapiens	CL:0002319			nervous system	UBERON:0001016	CL:0002319		NULL
337	GM10248 (male B-cells)	GM10248__male_B-cells_	CVCL_L245	Homo sapiens	CLO:0029222	EFO:0005334		cell line	CL:0000010	CVCL_L245		NULL
1177	LNCaP clone FGC	LNCaP_clone_FGC		Homo sapiens		EFO:0005726		cell line	CL:0000010			NULL
370	GM20000 (B-cells)	GM20000__B-cells_	CVCL_E127	Homo sapiens	CLO:0028368	EFO:0005352		cell line	CL:0000010	CVCL_E127		NULL
368	GM19239 (male B-cells lymphoblastoid cell line)	GM19239__male_B-cells_lymphoblastoid_cell_line_	CVCL_9634	Homo sapiens	CLO:0027144	EFO:0002789		cell line	CL:0000010	CVCL_9634		NULL
338	GM10266 (male B-cells)	GM10266__male_B-cells_	CVCL_L246	Homo sapiens	CLO:0029187	EFO:0005335		cell line	CL:0000010	CVCL_L246		NULL
633	spleen	spleen		Homo sapiens			UBERON:0002106	spleen	UBERON:0002106	UBERON:0002106	BTO:0001281	NULL
347	GM12867 (female B-cells)	GM12867__female_B-cells_	CVCL_L259	Homo sapiens	CLO:0022824	EFO:0005340		cell line	CL:0000010	CVCL_L259		NULL
349	GM12869 (female B-cells)	GM12869__female_B-cells_	CVCL_L261	Homo sapiens	CLO:0022826	EFO:0005342		cell line	CL:0000010	CVCL_L261		NULL
367	GM19238 (female B-cells lymphoblastoid cell lines)	GM19238__female_B-cells_lymphoblastoid_cell_lines_	CVCL_9633	Homo sapiens	CLO:0027146	EFO:0002788		cell line	CL:0000010	CVCL_9633		NULL
351	GM12871 (male B-cells)	GM12871__male_B-cells_	CVCL_L263	Homo sapiens	CLO:0022828	EFO:0005344		cell line	CL:0000010	CVCL_L263		NULL
369	GM19240 (B cells Lymphoblastoid Cell Lines)	GM19240__B_cells_Lymphoblastoid_Cell_Lines_	CVCL_9635	Homo sapiens	CLO:0027143	EFO:0002790		cell line	CL:0000010	CVCL_9635		NULL
920	pancreas	pancreas		Homo sapiens			UBERON:0001150	pancreas	UBERON:0001264	UBERON:0001150	BTO:0000988	NULL
1159	medulloblastoma	medulloblastoma		Homo sapiens		EFO:0002939		brain	UBERON:0000955	BTO:0001757		NULL
359	GM13976 (female B-cells)	GM13976__female_B-cells_	CVCL_L266	Homo sapiens	CLO:0033830	EFO:0005345		cell line	CL:0000010	CVCL_L266		NULL
553	LoVo (colorectal adenocarcinoma)	LoVo__colorectal_adenocarcinoma_	CVCL_0399	Homo sapiens		EFO:0006639		cell line	CL:0000010	CVCL_0399	BTO:0000666	NULL
450	skeletal muscles and myoblasts	skeletal_muscles_and_myoblasts		Homo sapiens	CL:0000515			muscular tissue	UBERON:0002385	CL:0000515		NULL
516	Kasumi-1 (acute myeloblastic leukemia)	Kasumi-1__acute_myeloblastic_leukemia_	CVCL_0589	Homo sapiens		EFO:0006607		cell line	CL:0000010	CVCL_0589	BTO:0004136	NULL
39	AB32 (normal breast cells)	AB32__normal_breast_cells_		Homo sapiens				cell line	CL:0000010			NULL
468	neonatal keratinocytes	neonatal_keratinocytes		Homo sapiens				skin	UBERON:0002199	CL:0000312		NULL
82	SK-N-BE(2)-C (neuroblastoma)	SK-N-BE_2_-C__neuroblastoma_	CVCL_0529	Homo sapiens	CLO:0009052			cell line	CL:0000010	CVCL_0529	BTO:0002696	NULL
11	HEK293-T-Rex (embryonic kidney)	HEK293-T-Rex__embryonic_kidney_	CVCL_D585	Homo sapiens	CLO:0037238			cell line	CL:0000010	CVCL_D585	BTO:0005238	NULL
444	HPB-ALL (T acute lymphoblastic leukemia)	HPB-ALL__T_acute_lymphoblastic_leukemia_	CVCL_1820	Homo sapiens	CLO:0003817			cell line	CL:0000010	CVCL_1820	BTO:0001952	NULL
307	FLP143HA (embryonic kidney)	FLP143HA__embryonic_kidney_		Homo sapiens				cell line	CL:0000010			NULL
308	FLP76 (embryonic kidney)	FLP76__embryonic_kidney_		Homo sapiens				cell line	CL:0000010			NULL
1123	breast tumor	breast_tumor		Homo sapiens				breast	UBERON:0000310			NULL
880	B-cells	B-cells		Homo sapiens	CL:0000236			immune system	UBERON:0002405	CL:0000236		NULL
798	SK-OV-3 (ovarian serous cystadenocarcinoma)	SK-OV-3__ovarian_serous_cystadenocarcinoma_	CVCL_0532	Homo sapiens	CLO:0009063			cell line	CL:0000010	CVCL_0532		NULL
327	germinal center B-cells	germinal_center_B-cells		Homo sapiens				lymphoid system	UBERON:0002465	CL:0000844		NULL
618	MM1.S (plasma cell myeloma)	MM1_S__plasma_cell_myeloma_	CVCL_8792	Homo sapiens		EFO:0005724		cell line	CL:0000010	CVCL_8792	BTO:0003933	NULL
2360	fibroblasts	fibroblasts		Homo sapiens				other		CL:0000057		NULL
463	epidermal keratinocytes	epidermal_keratinocytes		Homo sapiens				skin	UBERON:0002199	CL:0000312		NULL
560	LuCaP73 (prostate carcinoma)	LuCaP73__prostate_carcinoma_	CVCL_4858	Homo sapiens				cell line	CL:0000010	CVCL_4858		NULL
559	LuCaP69 (prostate carcinoma)	LuCaP69__prostate_carcinoma_		Homo sapiens				cell line	CL:0000010			NULL
683	OCI-LY10 (diffuse large B-cell lymphoma)	OCI-LY10__diffuse_large_B-cell_lymphoma_	CVCL_8795	Homo sapiens		EFO:0006708		cell line	CL:0000010	CVCL_8795		NULL
684	OCI-LY19 (diffuse large B-cell lymphoma)	OCI-LY19__diffuse_large_B-cell_lymphoma_	CVCL_1878	Homo sapiens		EFO:0006709		cell line	CL:0000010	CVCL_1878		NULL
686	OCI-LY3 (diffuse large B-cell lymphoma)	OCI-LY3__diffuse_large_B-cell_lymphoma_	CVCL_8800	Homo sapiens		EFO:0006710		cell line	CL:0000010	CVCL_8800		NULL
687	OCI-LY7 (diffuse large B-cell lymphoma)	OCI-LY7__diffuse_large_B-cell_lymphoma_	CVCL_1881	Homo sapiens		EFO:0006711		cell line	CL:0000010	CVCL_1881		NULL
812	SU-DHL-10 (diffuse large B-cell lymphoma)	SU-DHL-10__diffuse_large_B-cell_lymphoma_	CVCL_1889	Homo sapiens	CLO:0037059	EFO:0002354		cell line	CL:0000010	CVCL_1889		NULL
813	SU-DHL-2 (anaplastic large cell lymphoma)	SU-DHL-2__anaplastic_large_cell_lymphoma_	CVCL_9550	Homo sapiens		EFO:0007611		cell line	CL:0000010	CVCL_9550		NULL
815	SU-DHL-4 (diffuse large B-cell lymphoma)	SU-DHL-4__diffuse_large_B-cell_lymphoma_	CVCL_0539	Homo sapiens	CLO:0037061	EFO:0006492		cell line	CL:0000010	CVCL_0539		NULL
816	SU-DHL-6 (diffuse large B-cell lymphoma)	SU-DHL-6__diffuse_large_B-cell_lymphoma_	CVCL_2206	Homo sapiens	CLO:0037063	EFO:0002357		cell line	CL:0000010	CVCL_2206		NULL
847	U2932 (diffuse large B-cell lymphoma)	U2932__diffuse_large_B-cell_lymphoma_	CVCL_1896	Homo sapiens				cell line	CL:0000010	CVCL_1896		NULL
371	GP5d (colon adenocarcinoma)	GP5d__colon_adenocarcinoma_	CVCL_1235	Homo sapiens	CLO:0003555	EFO:0006576		cell line	CL:0000010	CVCL_1235		NULL
555	LREX' (prostate cancer)	LREX___prostate_cancer_	CVCL_UD76	Homo sapiens				cell line	CL:0000010	CVCL_UD76		NULL
409	HCC-1428 (breast adenocarcinoma)	HCC-1428__breast_adenocarcinoma_	CVCL_1252	Homo sapiens		EFO:0001171		cell line	CL:0000010	CVCL_1252		NULL
98	blood monocytes	blood_monocytes		Homo sapiens				blood	UBERON:0000178	CL:0000576		NULL
466	MDM(monocyte derived macrophages)	MDM_monocyte_derived_macrophages_		Homo sapiens				immune system	UBERON:0002405	CL:0000235		NULL
185	COLO-320 (colon adenocarcinoma)	COLO-320__colon_adenocarcinoma_	CVCL_1989	Homo sapiens	CLO:0002571			cell line	CL:0000010	CVCL_1989	BTO:0002047	NULL
774	RKO (colon carcinoma cell)	RKO__colon_carcinoma_cell_	CVCL_0504	Homo sapiens	CLO:0008825	EFO:0001232		cell line	CL:0000010	CVCL_0504	BTO:0001890	NULL
779	RS4-11 (adult B acute lymphoblastic leukemia)	RS4-11__adult_B_acute_lymphoblastic_leukemia_	CVCL_0093	Homo sapiens				cell line	CL:0000010	CVCL_0093	BTO:0004505	NULL
874	ZR-75-1 (invasive ductal carcinoma)	ZR-75-1__invasive_ductal_carcinoma_	CVCL_0588	Homo sapiens	CLO:0009727			cell line	CL:0000010	CVCL_0588	BTO:0003136	NULL
538	uterine leiomyoma smooth muscle cells	uterine_leiomyoma_smooth_muscle_cells		Homo sapiens				uterus	UBERON:0000995	BTO:0002695		NULL
36	A375 (malignant melanoma)	A375__malignant_melanoma_	CVCL_0132	Homo sapiens	CLO:0001582	EFO:0002103		cell line	CL:0000010	CVCL_0132	BTO:0002806	NULL
511	T-REx-Jurkat (T-cells)	T-REx-Jurkat__T-cells_	CVCL_D588	Homo sapiens				cell line	CL:0000010	CVCL_D588		NULL
157	CD14+ monocytes	CD14+_monocytes		Homo sapiens	CL:0001054			immune system	UBERON:0002405	CL:0001054		NULL
677	NOMO-1 (acute monocytic leukemia)	NOMO-1__acute_monocytic_leukemia_	CVCL_1609	Homo sapiens	CLO:0009851			cell line	CL:0000010	CVCL_1609		NULL
777	RPMI-8402 (T acute lymphoblastic leukemia)	RPMI-8402__T_acute_lymphoblastic_leukemia_	CVCL_1667	Homo sapiens	CLO:0008874			cell line	CL:0000010	CVCL_1667	BTO:0001880	NULL
766	R3/R4 erythroid cells	R3_R4_erythroid_cells		Homo sapiens				hematopoietic system	UBERON:0002390	CL:0000764		NULL
1521	Namalwa (Burkitt lymphoma)	Namalwa__Burkitt_lymphoma_	CVCL_0067	Homo sapiens	CLO:0007939	EFO:0002246		cell line	CL:0000010	CVCL_0067	BTO:0003289	NULL
796	SKNO-1 (acute myeloid leukemia)	SKNO-1__acute_myeloid_leukemia_	CVCL_2196	Homo sapiens				cell line	CL:0000010	CVCL_2196		NULL
850	acute leukemia	acute_leukemia		Homo sapiens		EFO:1000068		cancer	EFO:0000311	EFO:1000068		NULL
33	A2780 (ovarian carcinoma)	A2780__ovarian_carcinoma_	CVCL_0134	Homo sapiens	CLO:0001571	EFO:0006362		cell line	CL:0000010	CVCL_0134		NULL
661	H9-derived neural crest cells	H9-derived_neural_crest_cells		Homo sapiens				cell line	CL:0000010			NULL
685	OCI-LY1 (diffuse large B-cell lymphoma)	OCI-LY1__diffuse_large_B-cell_lymphoma_	CVCL_1880	Homo sapiens		EFO:0005907		cell line	CL:0000010	CVCL_1880		NULL
886	Th1-cells	Th1-cells		Homo sapiens	CL:0000545			immune system	UBERON:0002405	CL:0000545	BTO:0001678	NULL
907	Th2-cells	Th2-cells		Homo sapiens	CL:0000546			immune system	UBERON:0002405	CL:0000546	BTO:0001679	NULL
859	VCS2 (prostate carcinoma)	VCS2__prostate_carcinoma_		Homo sapiens				cell line	CL:0000010			NULL
153	CCRF-CEM (T acute lymphoblastic leukemia)	CCRF-CEM__T_acute_lymphoblastic_leukemia_	CVCL_0207	Homo sapiens	CLO:0002334			cell line	CL:0000010	CVCL_0207	BTO:0000736	NULL
825	T-cell acute lymphoblastic leukemia	T-cell_acute_lymphoblastic_leukemia		Homo sapiens		EFO:0000209		cancer	EFO:0000311	BTO:0001106	BTO:0000731	NULL
332	glioblastoma cells	glioblastoma_cells		Homo sapiens		EFO:0000519		brain	UBERON:0000955	BTO:0000527		NULL
45	acute myeloblastic leukemia	acute_myeloblastic_leukemia		Homo sapiens				cancer	EFO:0000311	BTO:0001545		NULL
30	RCC 7860 (Renal cell carcinoma)	RCC_7860__Renal_cell_carcinoma_	CVCL_1051	Homo sapiens	CLO:0001486	EFO:0005707		cell line	CL:0000010	CVCL_1051	BTO:0003781	NULL
219	DLD-1 (colon adenocarcinoma)	DLD-1__colon_adenocarcinoma_	CVCL_0248	Homo sapiens	CLO:0002785	EFO:0006389		cell line	CL:0000010	CVCL_0248	BTO:0000391	NULL
245	NCCIT (testicular embryonic carcinoma)	NCCIT__testicular_embryonic_carcinoma_	CVCL_1451	Homo sapiens	CLO:0007955			cell line	CL:0000010	CVCL_1451	BTO:0004180	NULL
590	MDA-MB-453 (breast adenocarcinoma)	MDA-MB-453__breast_adenocarcinoma_	CVCL_0418	Homo sapiens	CLO:0007640	EFO:0001215		cell line	CL:0000010	CVCL_0418	BTO:0001908	NULL
708	P493-6 (B-cell lymphoma)	P493-6__B-cell_lymphoma_	CVCL_6783	Homo sapiens				cell line	CL:0000010	CVCL_6783	BTO:0003291	NULL
849	U87 (glioblastoma)	U87__glioblastoma_	CVCL_GP63	Homo sapiens				cell line	CL:0000010	CVCL_GP63		NULL
374	NCI-H128 (small cell lung carcinoma)	NCI-H128__small_cell_lung_carcinoma_	CVCL_1460	Homo sapiens	CLO:0007985			cell line	CL:0000010	CVCL_1460	BTO:0003025	NULL
384	NCI-H2171 (small cell lung carcinoma)	NCI-H2171__small_cell_lung_carcinoma_	CVCL_1536	Homo sapiens	CLO:0008060	EFO:0002282		cell line	CL:0000010	CVCL_1536		NULL
167	CD34+ hematopoietic stem cells-derived proerythroblasts	CD34+_hematopoietic_stem_cells-derived_proerythroblasts		Homo sapiens				stem cell	CL:0000034	CL:0000547		NULL
562	LX-2 (hepatic stellate cells)	LX-2__hepatic_stellate_cells_	CVCL_5792	Homo sapiens				cell line	CL:0000010	CVCL_5792	BTO:0003516	NULL
541	SEM (childhood B acute lymphoblastic leukemia)	SEM__childhood_B_acute_lymphoblastic_leukemia_	CVCL_0095	Homo sapiens		EFO:0002326		cell line	CL:0000010	CVCL_0095		NULL
79	BCBL-1 (B-cell lymphoma)	BCBL-1__B-cell_lymphoma_	CVCL_0165	Homo sapiens		EFO:0002048		cell line	CL:0000010	CVCL_0165	BTO:0002727	NULL
730	mononuclear cells from periferal blood	mononuclear_cells_from_periferal_blood		Homo sapiens				blood	UBERON:0000178	CL:0000842	BTO:0001025	NULL
738	PrEC (prostate cells)	PrEC__prostate_cells_	CVCL_0061	Homo sapiens				cell line	CL:0000010	CVCL_0061	BTO:0003160	NULL
106	BPE (mammary epithelial cells)	BPE__mammary_epithelial_cells_		Homo sapiens	CLO:0002021			cell line	CL:0000010			NULL
107	BPLER (mammary epithelial cells)	BPLER__mammary_epithelial_cells_		Homo sapiens				cell line	CL:0000010			NULL
650	NCI-H1703 (squamous cell lung carcinoma )	NCI-H1703__squamous_cell_lung_carcinoma__	CVCL_1490	Homo sapiens	CLO:0008014	EFO:0002264		cell line	CL:0000010	CVCL_1490	BTO:0003009	NULL
822	SW620 (colon adenocarcinoma)	SW620__colon_adenocarcinoma_	CVCL_0547	Homo sapiens	CLO:0009221	EFO:0002368		cell line	CL:0000010	CVCL_0547	BTO:0000675	NULL
418	HCT-15 (colon carcinoma)	HCT-15__colon_carcinoma_	CVCL_0292	Homo sapiens		EFO:0002188		cell line	CL:0000010	CVCL_0292	BTO:0002201	NULL
452	HT29 (colon adenocarcinoma)	HT29__colon_adenocarcinoma_	CVCL_0320	Homo sapiens		EFO:0001193		cell line	CL:0000010	CVCL_0320	BTO:0000182	NULL
388	NCI-H441 (squamous cell lung carcinoma )	NCI-H441__squamous_cell_lung_carcinoma__	CVCL_1561	Homo sapiens	CLO:0008087	EFO:0002292		cell line	CL:0000010	CVCL_1561	BTO:0001910	NULL
657	NCI-H838 (lung adenocarcinoma)	NCI-H838__lung_adenocarcinoma_	CVCL_1594	Homo sapiens	CLO:0008121	EFO:0002307		cell line	CL:0000010	CVCL_1594	BTO:0003239	NULL
118	BT-20 (breast invasive ductal carcinoma)	BT-20__breast_invasive_ductal_carcinoma_	CVCL_0178	Homo sapiens				cell line	CL:0000010	CVCL_0178	BTO:0001466	NULL
718	colon cancer	colon_cancer		Homo sapiens		EFO:1001950		cancer	EFO:0000311	BTO:0000586		NULL
1474	HuH7 (hepatocellular carcinoma)	HuH7__hepatocellular_carcinoma_	CVCL_0336	Homo sapiens	CLO:0009989	EFO:0005384		cell line	CL:0000010	CVCL_0336	BTO:0001950	NULL
651	NCI-H1819 (lung adenocarcinoma)	NCI-H1819__lung_adenocarcinoma_	CVCL_1497	Homo sapiens	CLO:0008021			cell line	CL:0000010	CVCL_1497		NULL
653	NCI-H2087 (non-small cell lung adenocarcinoma)	NCI-H2087__non-small_cell_lung_adenocarcinoma_	CVCL_1524	Homo sapiens	CLO:0008048	EFO:0002277		cell line	CL:0000010	CVCL_1524	BTO:0003241	NULL
655	NCI-H3122 (lung adenocarcinoma)	NCI-H3122__lung_adenocarcinoma_	CVCL_5160	Homo sapiens	CLO:0037033			cell line	CL:0000010	CVCL_5160		NULL
175	cervical carcinoma	cervical_carcinoma		Homo sapiens		EFO:0001061		uterus	UBERON:0000995	BTO:0000180	BTO:0000180	NULL
49	SGBS (Simpson-Golabi-Behmel syndrome) adipocytes	SGBS__Simpson-Golabi-Behmel_syndrome__adipocytes		Homo sapiens				adipose tissue	UBERON:0001013	BTO:0000443		NULL
302	fetal lung fibroblasts	fetal_lung_fibroblasts		Homo sapiens				embryonic cell	CL:0002321	CL:0000057		NULL
259	EP156T (primary prostate cells)	EP156T__primary_prostate_cells_	CVCL_RW45	Homo sapiens				cell line	CL:0000010	CVCL_RW45		NULL
258	endothelial cells	endothelial_cells		Homo sapiens				epithelium	UBERON:0000483	CL:0000115		NULL
385	H295R (adrenal cortex carcinoma)	H295R__adrenal_cortex_carcinoma_	CVCL_0458	Homo sapiens	CLO:0008082	EFO:0002289		cell line	CL:0000010	CVCL_0458	BTO:0002588	NULL
613	MKN28 (gastric tubular adenocarcinoma)	MKN28__gastric_tubular_adenocarcinoma_	CVCL_1416	Homo sapiens	CLO:0037142	EFO:0002831		cell line	CL:0000010	CVCL_1416	BTO:0002381	NULL
802	SNU216 (gastric tubular adenocarcinoma)	SNU216__gastric_tubular_adenocarcinoma_	CVCL_3946	Homo sapiens				cell line	CL:0000010	CVCL_3946		NULL
532	L428 (Hodgkin lymphoma)	L428__Hodgkin_lymphoma_	CVCL_1361	Homo sapiens		EFO:0002225		cell line	CL:0000010	CVCL_1361	BTO:0000406	NULL
537	pooled Yoruba and Tuscan lymphoblastoid cell lines	pooled_Yoruba_and_Tuscan_lymphoblastoid_cell_lines		Homo sapiens				cell line	CL:0000010			NULL
567	M0-91 (acute myeloid leukemia)	M0-91__acute_myeloid_leukemia_	CVCL_0086	Homo sapiens				cell line	CL:0000010	CVCL_0086		NULL
592	ME-1 (acute myeloid leukemia )	ME-1__acute_myeloid_leukemia__	CVCL_2110	Homo sapiens	CLO:0007654	EFO:0006645		cell line	CL:0000010	CVCL_2110		NULL
455	HUES64 (embryonic stem cells)	HUES64__embryonic_stem_cells_	CVCL_B199	Homo sapiens		EFO:0007089		cell line	CL:0000010	CVCL_B199		NULL
456	HUES64-derived endodermal cells	HUES64-derived_endodermal_cells		Homo sapiens				cell line	CL:0000010	CL:0000223		NULL
97	blood lymphocytes	blood_lymphocytes		Homo sapiens				blood	UBERON:0000178	CL:0000542	BTO:0000775	NULL
128	MCF-7 C4-12 (invasive breast ductal carcinoma)	MCF-7_C4-12__invasive_breast_ductal_carcinoma_	CVCL_GX99	Homo sapiens				cell line	CL:0000010	CVCL_GX99		NULL
461	embryonic kidney	embryonic_kidney		Homo sapiens				embryonic cell	CL:0002321	UBERON:0002113		NULL
635	MRC-iPS-25 (induced pluripotent stem cells)	MRC-iPS-25__induced_pluripotent_stem_cells_	CVCL_8433	Homo sapiens				cell line	CL:0000010	CVCL_8433		NULL
63	AM-iPS-6 (induced pluripotent cells)	AM-iPS-6__induced_pluripotent_cells_	CVCL_D919	Homo sapiens				cell line	CL:0000010	CVCL_D919		NULL
64	AM-iPS-8 (induced pluripotent cells)	AM-iPS-8__induced_pluripotent_cells_	CVCL_D921	Homo sapiens				cell line	CL:0000010	CVCL_D921		NULL
853	UtE-iPS-11 (induced pluripotent stem cells)	UtE-iPS-11__induced_pluripotent_stem_cells_	CVCL_E033	Homo sapiens				cell line	CL:0000010	CVCL_E033		NULL
854	UtE-iPS-4 (induced pluripotent stem cells)	UtE-iPS-4__induced_pluripotent_stem_cells_	CVCL_E036	Homo sapiens				cell line	CL:0000010	CVCL_E036		NULL
855	UtE-iPS-6 (induced pluripotent stem cells)	UtE-iPS-6__induced_pluripotent_stem_cells_	CVCL_E038	Homo sapiens				cell line	CL:0000010	CVCL_E038		NULL
856	UtE-iPS-7 (induced pluripotent stem cells)	UtE-iPS-7__induced_pluripotent_stem_cells_	CVCL_E039	Homo sapiens				cell line	CL:0000010	CVCL_E039		NULL
240	Edom-iPS-2 (induced pluripotent stem cells)	Edom-iPS-2__induced_pluripotent_stem_cells_	CVCL_L432	Homo sapiens				cell line	CL:0000010	CVCL_L432		NULL
915	hNSC (neural stem cells)	hNSC__neural_stem_cells_		Homo sapiens				stem cell	CL:0000034	CL:0000047		NULL
449	HS578T (invasive ductal breast carcinoma)	HS578T__invasive_ductal_breast_carcinoma_	CVCL_0332	Homo sapiens	CLO:0004009	EFO:0001192		cell line	CL:0000010	CVCL_0332	BTO:0003885	NULL
918	myotube	myotube		Homo sapiens				muscular tissue	UBERON:0002385	CL:0002372	BTO:0001760	NULL
601	melanocytes	melanocytes		Homo sapiens				skin	UBERON:0002199	CL:0000148		NULL
1549	COLO-829 (melanoma)	COLO-829__melanoma_	CVCL_1137	Homo sapiens	CLO:0037123	EFO:0002140		cell line	CL:0000010	CVCL_1137		NULL
587	MDA-MB-134 (invasive lobular breast carcinoma)	MDA-MB-134__invasive_lobular_breast_carcinoma_	CVCL_0617	Homo sapiens				cell line	CL:0000010	CVCL_0617		NULL
59	AGS (gastric adenocarcinoma)	AGS__gastric_adenocarcinoma_	CVCL_0139	Homo sapiens	CLO:0001686	EFO:0002109		cell line	CL:0000010	CVCL_0139	BTO:0001007	NULL
457	HuG-1 (gastric tubular adenocarcinoma)	HuG-1__gastric_tubular_adenocarcinoma_	CVCL_4845	Homo sapiens				cell line	CL:0000010	CVCL_4845		NULL
256	endometrial stromal cells	endometrial_stromal_cells		Homo sapiens				uterus	UBERON:0000995	UBERON:0002337		NULL
519	KB (cervical adenocarcinoma)	KB__cervical_adenocarcinoma_	CVCL_0372	Homo sapiens	CLO:0007074			cell line	CL:0000010	CVCL_0372	BTO:0000665	NULL
169	CD4+ CD25+ CD45RA+ T-cells	CD4+_CD25+_CD45RA+_T-cells		Homo sapiens				immune system	UBERON:0002405	CL:0000084		NULL
170	CD4+ CD25- T-cells	CD4+_CD25-_T-cells		Homo sapiens				immune system	UBERON:0002405	CL:0000084		NULL
469	primary endothelial colony-forming cells	primary_endothelial_colony-forming_cells		Homo sapiens	CL:0000115			epithelium	UBERON:0000483	CL:0000115		NULL
147	CAL-1 (plasmacytoid dendritic neoplasm)	CAL-1__plasmacytoid_dendritic_neoplasm_	CVCL_5G46	Homo sapiens				cell line	CL:0000010	CVCL_5G46		NULL
818	SUM185PE (ductal breast carcinoma)	SUM185PE__ductal_breast_carcinoma_	CVCL_5591	Homo sapiens	CLO:0009919	EFO:0001242		cell line	CL:0000010	CVCL_5591	BTO:0005476	NULL
817	SUM159PT (Triple negative breast cancer)	SUM159PT__Triple_negative_breast_cancer_	CVCL_5423	Homo sapiens				cell line	CL:0000010	CVCL_5423		NULL
411	HCC2157 (ductal breast carcinoma)	HCC2157__ductal_breast_carcinoma_	CVCL_1261	Homo sapiens	CLO:0003650	EFO:0001177		cell line	CL:0000010	CVCL_1261		NULL
120	BT-549 (breast invasive ductal carcinoma)	BT-549__breast_invasive_ductal_carcinoma_	CVCL_1092	Homo sapiens	CLO:0002044			cell line	CL:0000010	CVCL_1092	BTO:0002548	NULL
530	KYSE70 (esophageal squamous carcinoma)	KYSE70__esophageal_squamous_carcinoma_	CVCL_1356	Homo sapiens				cell line	CL:0000010	CVCL_1356		NULL
840	TT (hereditary thyroid gland medullary carcinoma)	TT__hereditary_thyroid_gland_medullary_carcinoma_	CVCL_1774	Homo sapiens		EFO:0002382		cell line	CL:0000010	CVCL_1774	BTO:0003074	NULL
413	HCC95 (squamous cell lung carcinoma)	HCC95__squamous_cell_lung_carcinoma_	CVCL_5137	Homo sapiens		EFO:0003138		cell line	CL:0000010	CVCL_5137		NULL
223	DU145 (prostate carcinoma)	DU145__prostate_carcinoma_	CVCL_0105	Homo sapiens		EFO:0005441		cell line	CL:0000010	CVCL_0105	BTO:0001332	NULL
40	AC16 (normal cardiomyocytes)	AC16__normal_cardiomyocytes_	CVCL_4U18	Homo sapiens				cell line	CL:0000010	CVCL_4U18		NULL
771	Caki-2 (renal carcinoma)	Caki-2__renal_carcinoma_	CVCL_0235	Homo sapiens		EFO:0002150		cell line	CL:0000010	CVCL_0235		NULL
51	adipose stromal cell adipocytes	adipose_stromal_cell_adipocytes		Homo sapiens	CLO:0036934			adipose tissue	UBERON:0001013	BTO:0000443	BTO:0004752	NULL
394	H929 (plasma cell myeloma)	H929__plasma_cell_myeloma_	CVCL_1600	Homo sapiens	CLO:0008127	EFO:0001221		cell line	CL:0000010	CVCL_1600	BTO:0002416	NULL
